0.285714	0.578947	0.122807	0.0416667	1
0.2	0.736842	0.0877193	0.125	1
0.0571429	0.684211	0	0.0416667	1
0.2	0.526316	0.122807	0.166667	1
0.114286	0.578947	0.157895	0.0416667	1
0.171429	0.368421	0.105263	0.0416667	1
0.171429	0.578947	0.105263	0.125	1
0.228571	0.631579	0.0877193	0.0416667	1
0.228571	0.578947	0.0701754	0.0416667	1
0.0857143	0.473684	0.105263	0.0416667	1
0.114286	0.421053	0.105263	0.0416667	1
0.285714	0.578947	0.0877193	0.125	1
0.228571	0.947368	0.0877193	0	1
0.314286	1	0.0701754	0.0416667	1
0.142857	0.421053	0.0877193	0	1
0.171429	0.473684	0.0350877	0.0416667	1
0.314286	0.631579	0.0526316	0.0416667	1
0.142857	0.421053	0.0877193	0	1
0	0.368421	0.0526316	0.0416667	1
0.2	0.578947	0.0877193	0.0416667	1
0.171429	0.631579	0.0526316	0.0833333	1
0.0285714	0	0.0526316	0.0833333	1
0	0.473684	0.0526316	0.0416667	1
0.171429	0.631579	0.105263	0.208333	1
0.2	0.789474	0.157895	0.125	1
0.114286	0.368421	0.0701754	0.0833333	1
0.2	0.789474	0.105263	0.0416667	1
0.0571429	0.473684	0.0701754	0.0416667	1
0.257143	0.736842	0.0877193	0.0416667	1
0.171429	0.526316	0.0701754	0.0416667	1
0.428571	0.473684	0.666667	0.708333	0
0.485714	0.263158	0.526316	0.5	0
0.542857	0.105263	0.684211	0.583333	0
0.485714	0.263158	0.649123	0.458333	0
0.571429	0.315789	0.578947	0.5	0
0.628571	0.368421	0.596491	0.541667	0
0.685714	0.263158	0.666667	0.541667	0
0.657143	0.368421	0.701754	0.666667	2
0.457143	0.315789	0.614035	0.583333	0
0.371429	0.157895	0.438596	0.375	0
0.314286	0.0526316	0.491228	0.416667	0
0.314286	0.0526316	0.473684	0.375	0
0.4	0.210526	0.508772	0.458333	0
0.457143	0.210526	0.719298	0.625	0
0.285714	0.368421	0.614035	0.583333	0
0.457143	0.578947	0.614035	0.625	0
0.657143	0.421053	0.649123	0.583333	0
0.542857	0	0.596491	0.5	0
0.342857	0.368421	0.54386	0.5	0
0.314286	0.105263	0.526316	0.5	0
0.314286	0.157895	0.596491	0.458333	0
0.485714	0.368421	0.631579	0.541667	0
0.4	0.157895	0.526316	0.458333	0
0.171429	0	0.403509	0.375	0
0.342857	0.210526	0.561404	0.5	0
0.371429	0.368421	0.561404	0.458333	0
0.371429	0.315789	0.561404	0.5	0
0.514286	0.315789	0.578947	0.5	0
0.2	0.105263	0.350877	0.416667	0
0.371429	0.263158	0.54386	0.5	0
0.714286	0.473684	0.824561	0.916667	2
0.342857	0.263158	0.684211	0.791667	0
0.942857	0.263158	1	0.791667	2
0.542857	0.210526	0.684211	0.708333	0
0.657143	0.526316	0.824561	0.833333	2
0.8	0.473684	0.877193	0.708333	2
0.514286	0.263158	0.666667	0.708333	0
0.485714	0.368421	0.684211	0.708333	0
0.571429	0.263158	0.807018	0.833333	2
0.8	0.368421	0.842105	0.625	2
0.857143	0.263158	0.894737	0.75	2
1	0.789474	0.947368	0.791667	2
0.571429	0.263158	0.807018	0.875	2
0.542857	0.263158	0.719298	0.583333	0
0.485714	0.157895	0.807018	0.541667	0
0.942857	0.368421	0.894737	0.916667	2
0.542857	0.578947	0.807018	0.958333	2
0.571429	0.421053	0.789474	0.708333	2
0.457143	0.368421	0.666667	0.708333	0
0.714286	0.421053	0.77193	0.833333	2
0.657143	0.421053	0.807018	0.958333	2
0.714286	0.421053	0.719298	0.916667	2
0.4	0.210526	0.719298	0.75	0
0.685714	0.473684	0.859649	0.916667	2
0.657143	0.526316	0.824561	1	2
0.657143	0.368421	0.736842	0.916667	2
0.542857	0.105263	0.701754	0.75	0
0.6	0.368421	0.736842	0.791667	2
0.514286	0.578947	0.77193	0.916667	2
0.428571	0.368421	0.719298	0.708333	0
