90	3	
0.2857142857	0.5789473684	0.0416666667
0.2	0.7368421053	0.125
0.0571428571	0.6842105263	0.0416666667
0.2	0.5263157895	0.1666666667
0.1142857143	0.5789473684	0.0416666667
0.1714285714	0.3684210526	0.0416666667
0.1714285714	0.5789473684	0.125
0.2285714286	0.6315789474	0.0416666667
0.2285714286	0.5789473684	0.0416666667
0.0857142857	0.4736842105	0.0416666667
0.1142857143	0.4210526316	0.0416666667
0.2857142857	0.5789473684	0.125
0.2285714286	0.9473684211	0
0.3142857143	1	0.0416666667
0.1428571429	0.4210526316	0
0.1714285714	0.4736842105	0.0416666667
0.3142857143	0.6315789474	0.0416666667
0.1428571429	0.4210526316	0
0	0.3684210526	0.0416666667
0.2	0.5789473684	0.0416666667
0.1714285714	0.6315789474	0.0833333333
0.0285714286	0	0.0833333333
0	0.4736842105	0.0416666667
0.1714285714	0.6315789474	0.2083333333
0.2	0.7894736842	0.125
0.1142857143	0.3684210526	0.0833333333
0.2	0.7894736842	0.0416666667
0.0571428571	0.4736842105	0.0416666667
0.2571428571	0.7368421053	0.0416666667
0.1714285714	0.5263157895	0.0416666667
0.4285714286	0.4736842105	0.7083333333
0.4857142857	0.2631578947	0.5
0.5428571429	0.1052631579	0.5833333333
0.4857142857	0.2631578947	0.4583333333
0.5714285714	0.3157894737	0.5
0.6285714286	0.3684210526	0.5416666667
0.6857142857	0.2631578947	0.5416666667
0.6571428571	0.3684210526	0.6666666667
0.4571428571	0.3157894737	0.5833333333
0.3714285714	0.1578947368	0.375
0.3142857143	0.0526315789	0.4166666667
0.3142857143	0.0526315789	0.375
0.4	0.2105263158	0.4583333333
0.4571428571	0.2105263158	0.625
0.2857142857	0.3684210526	0.5833333333
0.4571428571	0.5789473684	0.625
0.6571428571	0.4210526316	0.5833333333
0.5428571429	0	0.5
0.3428571429	0.3684210526	0.5
0.3142857143	0.1052631579	0.5
0.3142857143	0.1578947368	0.4583333333
0.4857142857	0.3684210526	0.5416666667
0.4	0.1578947368	0.4583333333
0.1714285714	0	0.375
0.3428571429	0.2105263158	0.5
0.3714285714	0.3684210526	0.4583333333
0.3714285714	0.3157894737	0.5
0.5142857143	0.3157894737	0.5
0.2	0.1052631579	0.4166666667
0.3714285714	0.2631578947	0.5
0.7142857143	0.4736842105	0.9166666667
0.3428571429	0.2631578947	0.7916666667
0.9428571429	0.2631578947	0.7916666667
0.5428571429	0.2105263158	0.7083333333
0.6571428571	0.5263157895	0.8333333333
0.8	0.4736842105	0.7083333333
0.5142857143	0.2631578947	0.7083333333
0.4857142857	0.3684210526	0.7083333333
0.5714285714	0.2631578947	0.8333333333
0.8	0.3684210526	0.625
0.8571428571	0.2631578947	0.75
1	0.7894736842	0.7916666667
0.5714285714	0.2631578947	0.875
0.5428571429	0.2631578947	0.5833333333
0.4857142857	0.1578947368	0.5416666667
0.9428571429	0.3684210526	0.9166666667
0.5428571429	0.5789473684	0.9583333333
0.5714285714	0.4210526316	0.7083333333
0.4571428571	0.3684210526	0.7083333333
0.7142857143	0.4210526316	0.8333333333
0.6571428571	0.4210526316	0.9583333333
0.7142857143	0.4210526316	0.9166666667
0.4	0.2105263158	0.75
0.6857142857	0.4736842105	0.9166666667
0.6571428571	0.5263157895	1
0.6571428571	0.3684210526	0.9166666667
0.5428571429	0.1052631579	0.75
0.6	0.3684210526	0.7916666667
0.5142857143	0.5789473684	0.9166666667
0.4285714286	0.3684210526	0.7083333333
